annual_income,emp_length,loan_dollar_amount,monthly_term,purpose,home_ownership,debt_to_income_ratio,monthly_installment,int_rate,total_accounts,total_payment,loan_status,grade,sub_grade
114600,7 years,10000,36,car,mortgage,0.0353,337.23,0.1306,45,10519,Fully Paid,C,C2
23766,1 year,1800,36,car,rent,0.0307,60.71,0.1306,7,2018,Fully Paid,C,C2
84000,7 years,10000,36,car,rent,0.0482,337.23,0.1306,10,2409,Charged Off,C,C2
77604,< 1 year,6800,36,car,mortgage,0.0355,229.32,0.1306,40,7882,Fully Paid,C,C2
81600,6 years,6000,60,car,mortgage,0.0201,136.71,0.1306,9,8202,Fully Paid,C,C2
78000,3 years,6000,60,car,mortgage,0.0210,136.71,0.1306,19,6066,Fully Paid,C,C2
48000,5 years,4500,60,car,mortgage,0.0256,102.53,0.1306,8,4984,Fully Paid,C,C2
87492,2 years,6000,60,car,rent,0.0188,136.71,0.1306,67,7622,Fully Paid,C,C2
60000,5 years,4800,60,car,rent,0.0219,109.37,0.1306,31,6427,Fully Paid,C,C2
58000,7 years,8500,60,car,rent,0.0401,193.67,0.1306,17,11620,Fully Paid,C,C2
38000,1 year,7500,60,car,rent,0.0540,170.88,0.1306,7,8271,Fully Paid,C,C2
36000,5 years,3000,60,car,rent,0.0228,68.36,0.1306,21,3764,Fully Paid,C,C2
36000,4 years,2000,60,car,rent,0.0152,45.57,0.1306,16,2690,Fully Paid,C,C2
103000,10+ years,9600,60,car,mortgage,0.0255,218.73,0.1306,51,12570,Fully Paid,C,C2
59496,6 years,11200,60,car,mortgage,0.0515,255.18,0.1306,30,15199,Fully Paid,C,C2
69600,7 years,2000,60,car,mortgage,0.0079,45.57,0.1306,40,2716,Fully Paid,C,C2
65667,3 years,18500,60,car,mortgage,0.0770,421.51,0.1306,32,24771,Fully Paid,C,C2
53000,3 years,6400,36,car,mortgage,0.0489,215.97,0.1311,27,7438,Fully Paid,C,C2
55000,9 years,8200,36,car,rent,0.0604,276.71,0.1311,11,9962,Fully Paid,C,C2
70000,2 years,8000,36,car,rent,0.0463,269.96,0.1311,12,9719,Fully Paid,C,C2
39500,4 years,5000,36,car,rent,0.0513,169.01,0.1322,9,6084,Fully Paid,C,C2
33000,10+ years,3375,36,car,rent,0.0416,114.52,0.1349,18,4123,Fully Paid,C,C2
36000,10+ years,4000,36,car,own,0.0452,135.73,0.1349,11,4669,Fully Paid,C,C2
57600,3 years,5275,36,car,rent,0.0373,178.99,0.1349,11,6443,Fully Paid,C,C2
45000,8 years,4500,36,car,rent,0.0407,152.69,0.1349,19,3194,Charged Off,C,C2
38400,2 years,14400,60,car,own,0.1035,331.27,0.1349,29,19819,Fully Paid,C,C2
45000,6 years,4000,60,car,rent,0.0245,92.02,0.1349,16,5521,Fully Paid,C,C2
36000,3 years,5575,60,car,rent,0.0428,128.26,0.1349,9,7270,Fully Paid,C,C2
72000,10+ years,3000,60,car,mortgage,0.0115,69.02,0.1349,8,3973,Fully Paid,C,C2
87600,10+ years,5600,60,car,own,0.0176,128.83,0.1349,42,7394,Fully Paid,C,C2
60000,2 years,6275,60,car,rent,0.0289,144.36,0.1349,24,7991,Fully Paid,C,C2
75000,10+ years,13000,60,car,rent,0.0479,299.07,0.1349,14,9215,Charged Off,C,C2
60000,10+ years,5000,60,car,mortgage,0.0230,115.03,0.1349,43,6431,Fully Paid,C,C2
60000,7 years,9000,36,car,rent,0.0612,305.9,0.1361,16,10611,Fully Paid,C,C2
48000,6 years,4200,36,car,own,0.0357,142.76,0.1361,5,5139,Fully Paid,C,C2
48000,4 years,2100,60,car,mortgage,0.0121,48.44,0.1361,41,2234,Charged Off,C,C2
78000,< 1 year,7000,60,car,mortgage,0.0248,161.47,0.1361,15,9633,Fully Paid,C,C2
74256,10+ years,6000,60,car,own,0.0224,138.4,0.1361,26,6703,Fully Paid,C,C2
48000,5 years,6000,60,car,rent,0.0346,138.4,0.1361,5,7733,Fully Paid,C,C2
28800,1 year,5000,60,car,mortgage,0.0481,115.34,0.1361,10,6920,Fully Paid,C,C2
93600,< 1 year,2550,60,car,mortgage,0.0075,58.82,0.1361,29,3480,Fully Paid,C,C2
50000,10+ years,2100,60,car,own,0.0116,48.44,0.1361,21,2881,Fully Paid,C,C2
92400,5 years,8800,60,car,rent,0.0264,202.99,0.1361,29,11851,Fully Paid,C,C2
94800,10+ years,6000,36,car,mortgage,0.0261,205.86,0.1427,30,7218,Fully Paid,C,C2
40000,4 years,10000,36,car,rent,0.1029,343.09,0.1427,7,11156,Fully Paid,C,C2
75000,5 years,4000,36,car,mortgage,0.0220,137.24,0.1427,17,4611,Fully Paid,C,C2
25200,< 1 year,2550,36,car,rent,0.0417,87.49,0.1427,30,3018,Fully Paid,C,C2
24000,4 years,4000,60,car,rent,0.0468,93.64,0.1427,6,3081,Charged Off,C,C2
62400,6 years,8000,60,car,mortgage,0.0360,187.27,0.1427,28,11130,Fully Paid,C,C2
43000,7 years,9000,60,car,rent,0.0588,210.68,0.1427,9,10291,Fully Paid,C,C2
88000,2 years,10000,60,car,mortgage,0.0319,234.09,0.1427,21,12865,Current,C,C2
18000,1 year,4000,36,car,rent,0.0872,130.79,0.1091,5,4708,Fully Paid,C,C3
54263,< 1 year,3500,36,car,rent,0.0256,115.69,0.1166,23,4164,Fully Paid,C,C3
33000,< 1 year,3000,36,car,mortgage,0.0210,57.85,0.1166,9,2082,Fully Paid,C,C3
48000,2 years,6000,36,car,rent,0.0501,200.47,0.1241,14,5104,Charged Off,C,C3
76000,9 years,6000,36,car,mortgage,0.0319,202.11,0.1298,33,6927,Fully Paid,C,C3
23000,2 years,7750,36,car,rent,0.1362,261.06,0.1298,6,7835,Fully Paid,C,C3
90840,10+ years,3825,60,car,mortgage,0.0115,87,0.1298,63,1653,Charged Off,C,C3
18720,< 1 year,3500,36,car,own,0.0758,118.2,0.1316,8,4256,Fully Paid,C,C3
40000,3 years,9000,36,car,mortgage,0.0912,303.94,0.1316,15,10941,Fully Paid,C,C3
36500,< 1 year,7000,36,car,mortgage,0.0777,236.4,0.1316,28,8457,Fully Paid,C,C3
45150,1 year,18000,36,car,rent,0.1616,607.87,0.1316,15,19610,Fully Paid,C,C3
60000,4 years,3000,36,car,mortgage,0.0203,101.32,0.1316,12,3647,Fully Paid,C,C3
138000,1 year,4500,36,car,rent,0.0133,152.56,0.1343,15,5520,Fully Paid,C,C3
48000,< 1 year,5000,36,car,rent,0.0424,169.51,0.1343,18,5216,Fully Paid,C,C3
85000,10+ years,2200,36,car,mortgage,0.0105,74.59,0.1343,29,2683,Fully Paid,C,C3
96000,8 years,8000,60,car,mortgage,0.0230,183.8,0.1343,33,7319,Charged Off,C,C3
75600,3 years,2900,60,car,rent,0.0106,66.63,0.1343,38,2148,Charged Off,C,C3
22800,1 year,5625,60,car,own,0.0680,129.23,0.1343,7,5991,Fully Paid,C,C3
90000,10+ years,9000,60,car,mortgage,0.0276,206.77,0.1343,19,12406,Fully Paid,C,C3
82500,4 years,8400,60,car,mortgage,0.0281,192.98,0.1343,36,11335,Fully Paid,C,C3
38896,2 years,7200,36,car,rent,0.0754,244.26,0.1348,12,8794,Fully Paid,C,C3
62000,7 years,3500,36,car,own,0.0230,118.89,0.1357,15,3969,Fully Paid,C,C3
42000,1 year,5750,36,car,mortgage,0.0558,195.32,0.1357,14,6972,Fully Paid,C,C3
60000,< 1 year,4000,36,car,rent,0.0273,136.68,0.1398,13,4921,Fully Paid,C,C3
107000,4 years,4000,36,car,rent,0.0153,136.68,0.1398,12,4921,Fully Paid,C,C3
22800,10+ years,2000,60,car,rent,0.0245,46.52,0.1398,7,2556,Charged Off,C,C3
49000,2 years,8000,60,car,own,0.0456,186.07,0.1398,37,9428,Fully Paid,C,C3
54000,< 1 year,6500,60,car,rent,0.0336,151.18,0.1398,23,8852,Fully Paid,C,C3
61200,10+ years,7000,60,car,rent,0.0319,162.81,0.1398,13,9760,Fully Paid,C,C3
84000,5 years,5600,60,car,rent,0.0186,130.25,0.1398,9,7443,Fully Paid,C,C3
22800,2 years,3600,60,car,rent,0.0441,83.73,0.1398,4,4879,Fully Paid,C,C3
36320,2 years,10000,60,car,rent,0.0768,232.58,0.1398,7,10804,Fully Paid,C,C3
39600,10+ years,3000,60,car,mortgage,0.0211,69.78,0.1398,25,4186,Fully Paid,C,C3
105000,7 years,11200,36,car,rent,0.0437,382.74,0.1399,29,8037,Charged Off,C,C3
86095,5 years,4000,36,car,rent,0.0191,136.7,0.1399,28,4381,Fully Paid,C,C3
38400,4 years,3500,36,car,rent,0.0374,119.61,0.1399,7,4306,Fully Paid,C,C3
30000,10+ years,5200,60,car,mortgage,0.0484,120.97,0.1399,19,6525,Fully Paid,C,C3
55460,< 1 year,3000,60,car,mortgage,0.0151,69.79,0.1399,17,982,Charged Off,C,C3
13800,1 year,6000,60,car,rent,0.1214,139.58,0.1399,10,2228,Charged Off,C,C3
60000,8 years,5000,60,car,rent,0.0233,116.32,0.1399,16,5394,Fully Paid,C,C3
28000,3 years,8000,36,car,rent,0.1183,275.96,0.1465,11,8637,Fully Paid,C,C3
60000,6 years,6300,36,car,mortgage,0.0435,217.32,0.1465,10,5554,Charged Off,C,C3
14400,2 years,4800,36,car,rent,0.1380,165.58,0.1465,9,5311,Fully Paid,C,C3
110000,10+ years,16500,60,car,own,0.0425,389.51,0.1465,9,21420,Current,C,C3
51008,6 years,8400,60,car,rent,0.0467,198.3,0.1465,10,10523,Current,C,C3
78000,3 years,9600,36,car,rent,0.0490,318.72,0.1197,12,11465,Fully Paid,C,C4
48000,10+ years,6000,36,car,rent,0.0208,83.3,0.1222,19,2999,Fully Paid,C,C4
225000,4 years,3000,36,car,mortgage,0.0054,101.59,0.1335,16,3513,Fully Paid,C,C4
88000,8 years,6000,36,car,own,0.0277,203.18,0.1335,28,7217,Fully Paid,C,C4
57450,4 years,2000,36,car,rent,0.0141,67.73,0.1335,31,2438,Fully Paid,C,C4
70000,10+ years,15000,60,car,mortgage,0.0590,343.99,0.1335,19,11007,Charged Off,C,C4
15000,< 1 year,3600,36,car,mortgage,0.0977,122.13,0.1347,7,4242,Fully Paid,C,C4
30000,1 year,4800,36,car,rent,0.0651,162.83,0.1347,8,5862,Fully Paid,C,C4
54996,4 years,10000,36,car,rent,0.0740,339.23,0.1347,35,11216,Fully Paid,C,C4
92000,10+ years,7000,36,car,mortgage,0.0310,237.46,0.1347,28,8433,Fully Paid,C,C4
57600,2 years,4000,36,car,mortgage,0.0284,136.33,0.138,17,4908,Fully Paid,C,C4
34800,3 years,1675,60,car,mortgage,0.0134,38.81,0.138,16,1669,Charged Off,C,C4
42000,5 years,3800,60,car,mortgage,0.0252,88.03,0.138,28,2817,Charged Off,C,C4
60000,8 years,10000,60,car,rent,0.0463,231.65,0.138,9,12731,Fully Paid,C,C4
96000,10+ years,7200,60,car,mortgage,0.0208,166.79,0.138,32,9050,Fully Paid,C,C4
55680,1 year,15850,60,car,mortgage,0.0791,367.17,0.138,32,21999,Fully Paid,C,C4
42000,10+ years,3900,60,car,own,0.0258,90.35,0.138,24,3945,Fully Paid,C,C4
43000,< 1 year,7000,60,car,rent,0.0453,162.16,0.138,7,9606,Fully Paid,C,C4
31920,4 years,15000,60,car,mortgage,0.1306,347.48,0.138,10,20279,Fully Paid,C,C4
19000,2 years,4200,36,car,rent,0.0906,143.38,0.1392,5,5148,Fully Paid,C,C4
48000,7 years,4000,36,car,rent,0.0344,137.4,0.1435,10,4312,Fully Paid,C,C4
28800,1 year,9250,36,car,rent,0.1324,317.72,0.1435,27,11112,Fully Paid,C,C4
42000,4 years,4800,36,car,rent,0.0471,164.87,0.1435,15,5373,Fully Paid,C,C4
35550,3 years,5000,36,car,rent,0.0583,172.82,0.1479,37,5189,Fully Paid,C,C4
31400,7 years,3000,36,car,rent,0.0396,103.69,0.1479,16,517,Charged Off,C,C4
36000,1 year,5000,36,car,rent,0.0576,172.82,0.1479,11,5402,Fully Paid,C,C4
24600,2 years,6400,60,car,rent,0.0739,151.56,0.1479,4,7292,Fully Paid,C,C4
25200,< 1 year,7000,60,car,own,0.0789,165.76,0.1479,17,9600,Current,C,C4
30000,< 1 year,2500,60,car,rent,0.0239,59.83,0.1527,4,1009,Charged Off,C,C4
29000,5 years,6000,36,car,rent,0.0864,208.79,0.1527,5,6908,Fully Paid,C,C4
53208,5 years,8500,36,car,mortgage,0.0667,295.79,0.1527,17,9553,Fully Paid,C,C4
54000,10+ years,15000,36,car,own,0.1160,521.97,0.1527,9,18791,Fully Paid,C,C4
51600,1 year,5600,60,car,mortgage,0.0312,134.02,0.1527,9,6153,Charged Off,C,C4
100800,7 years,5600,60,car,own,0.0160,134.02,0.1527,57,6319,Fully Paid,C,C4
96000,4 years,5000,60,car,mortgage,0.0150,119.66,0.1527,49,5064,Fully Paid,C,C4
19200,9 years,4000,60,car,rent,0.0598,95.73,0.1527,8,5151,Current,C,C4
42000,10+ years,5000,36,car,mortgage,0.0476,166.77,0.1229,16,3897,Charged Off,C,C5
130000,10+ years,6000,36,car,mortgage,0.0187,202.28,0.1304,32,7282,Fully Paid,C,C5
63000,9 years,6500,36,car,mortgage,0.0417,219.14,0.1304,47,2625,Charged Off,C,C5
40000,6 years,5100,36,car,rent,0.0521,173.62,0.1372,30,6251,Fully Paid,C,C5
55000,10+ years,8000,36,car,mortgage,0.0594,272.34,0.1372,21,9805,Fully Paid,C,C5
40300,3 years,12000,60,car,mortgage,0.0826,277.49,0.1372,11,16488,Fully Paid,C,C5
86400,5 years,10500,60,car,mortgage,0.0337,242.8,0.1372,13,13122,Fully Paid,C,C5
70000,2 years,7000,36,car,rent,0.0409,238.53,0.1379,12,8587,Fully Paid,C,C5
19200,6 years,5000,36,car,mortgage,0.1071,171.31,0.1417,7,6040,Fully Paid,C,C5
125000,4 years,14800,36,car,mortgage,0.0487,507.06,0.1417,21,16872,Fully Paid,C,C5
45000,10+ years,2000,60,car,mortgage,0.0125,46.72,0.1417,43,2664,Fully Paid,C,C5
60000,5 years,11000,60,car,own,0.0514,256.93,0.1417,20,13926,Fully Paid,C,C5
49000,4 years,8000,60,car,rent,0.0458,186.86,0.1417,14,9206,Fully Paid,C,C5
84000,8 years,7000,60,car,rent,0.0234,163.5,0.1417,46,9805,Fully Paid,C,C5
52500,7 years,1600,60,car,mortgage,0.0085,37.38,0.1417,29,2242,Fully Paid,C,C5
49992,8 years,10000,60,car,mortgage,0.0561,233.57,0.1417,13,13816,Fully Paid,C,C5
50000,2 years,6000,36,car,own,0.0494,205.71,0.1422,10,7406,Fully Paid,C,C5
120000,10+ years,4800,36,car,rent,0.0165,164.57,0.1422,31,5924,Fully Paid,C,C5
100000,< 1 year,10000,36,car,mortgage,0.0412,343.06,0.1426,17,12350,Fully Paid,C,C5
7000,2 years,1000,36,car,rent,0.0588,34.31,0.1426,3,1182,Fully Paid,C,C5
46140,2 years,4800,36,car,mortgage,0.0431,165.74,0.1472,9,5499,Fully Paid,C,C5
36000,10+ years,6000,36,car,rent,0.0691,207.18,0.1472,10,7458,Fully Paid,C,C5
78000,2 years,2400,36,car,own,0.0127,82.87,0.1472,24,2769,Fully Paid,C,C5
144000,< 1 year,7600,36,car,mortgage,0.0220,264.32,0.1523,14,9515,Fully Paid,C,C5
58000,4 years,1200,36,car,rent,0.0086,41.74,0.1523,9,1475,Fully Paid,C,C5
45314,10+ years,3000,36,car,rent,0.0276,104.34,0.1523,22,3306,Charged Off,C,C5
30000,6 years,4200,36,car,rent,0.0584,146.07,0.1523,5,4406,Fully Paid,C,C5
54902.52,10+ years,6000,36,car,mortgage,0.0456,208.67,0.1523,49,1869,Charged Off,C,C5
28000,2 years,2875,36,car,rent,0.0429,99.99,0.1523,21,3600,Fully Paid,C,C5
62400,7 years,6000,60,car,rent,0.0276,143.47,0.1523,19,6456,Charged Off,C,C5
42000,2 years,2000,60,car,mortgage,0.0137,47.83,0.1523,30,2075,Fully Paid,C,C5
36960,10+ years,10750,60,car,rent,0.0835,257.05,0.1523,28,15042,Fully Paid,C,C5
72000,10+ years,5200,60,car,mortgage,0.0207,124.34,0.1523,12,3215,Charged Off,C,C5
32400,1 year,6000,60,car,rent,0.0531,143.47,0.1523,15,8438,Current,C,C5
57600,10+ years,3000,60,car,rent,0.0149,71.74,0.1523,21,4225,Current,C,C5
50000,4 years,12000,36,car,rent,0.1012,421.65,0.1596,11,3522,Charged Off,C,C5
48000,9 years,5600,36,car,mortgage,0.0492,196.77,0.1596,31,6969,Fully Paid,C,C5
50000,8 years,4800,36,car,rent,0.0405,168.66,0.1596,17,5940,Fully Paid,C,C5
60000,2 years,2400,36,car,rent,0.0164,82.14,0.1409,12,2674,Fully Paid,D,D1
60000,10+ years,4900,36,car,mortgage,0.0335,167.69,0.1409,45,6037,Fully Paid,D,D1
35000,1 year,4000,36,car,rent,0.0472,137.77,0.1454,10,4959,Fully Paid,D,D1
75000,< 1 year,5800,36,car,rent,0.0320,199.9,0.1459,5,7197,Fully Paid,D,D1
38918.4,5 years,8000,36,car,rent,0.0850,275.72,0.1459,10,9716,Fully Paid,D,D1
36000,5 years,3525,36,car,rent,0.0405,121.49,0.1459,22,4389,Fully Paid,D,D1
20800,4 years,3200,36,car,rent,0.0639,110.68,0.1484,5,3985,Fully Paid,D,D1
110000,2 years,4500,36,car,mortgage,0.0170,155.65,0.1484,25,5232,Fully Paid,D,D1
44400,5 years,6500,36,car,mortgage,0.0608,224.82,0.1484,7,8111,Fully Paid,D,D1
40000,10+ years,5000,36,car,own,0.0530,176.51,0.1629,13,6361,Fully Paid,D,D1
22200,2 years,2500,36,car,rent,0.0477,88.26,0.1629,5,3192,Fully Paid,D,D1
133000,2 years,12000,36,car,mortgage,0.0382,423.61,0.1629,33,6346,Charged Off,D,D1
32000,1 year,6000,36,car,rent,0.0757,201.94,0.1292,7,7024,Fully Paid,D,D2
15000,2 years,4000,36,car,rent,0.1089,136.08,0.1367,13,2685,Charged Off,D,D2
25000,< 1 year,2400,36,car,own,0.0396,82.52,0.1442,11,2971,Fully Paid,D,D2
75764,2 years,1500,36,car,rent,0.0082,51.58,0.1442,13,1602,Fully Paid,D,D2
47000,10+ years,10000,60,car,mortgage,0.0600,235.08,0.1446,25,13074,Fully Paid,D,D2
73000,8 years,5000,60,car,rent,0.0193,117.54,0.1446,10,7043,Fully Paid,D,D2
57000,10+ years,14000,36,car,mortgage,0.1020,484.7,0.1491,32,17328,Fully Paid,D,D2
65000,5 years,8000,60,car,mortgage,0.0351,189.95,0.1491,17,11396,Fully Paid,D,D2
57000,1 year,10000,60,car,rent,0.0500,237.43,0.1491,28,14166,Fully Paid,D,D2
34800,3 years,2500,60,car,rent,0.0205,59.36,0.1491,21,2901,Fully Paid,D,D2
37680,1 year,5600,60,car,mortgage,0.0423,132.96,0.1491,18,6070,Fully Paid,D,D2
124000,10+ years,23500,36,car,own,0.0788,814.16,0.1496,10,29310,Fully Paid,D,D2
130000,10+ years,22600,36,car,own,0.0723,782.98,0.1496,10,28187,Fully Paid,D,D2
120000,10+ years,23600,36,car,own,0.0818,817.63,0.1496,10,23895,Fully Paid,D,D2
90000,3 years,7500,36,car,rent,0.0346,259.85,0.1496,38,9355,Fully Paid,D,D2
73500,7 years,6000,36,car,rent,0.0339,207.87,0.1496,26,7372,Fully Paid,D,D2
36500,1 year,8600,36,car,rent,0.0980,297.95,0.1496,10,10690,Fully Paid,D,D2
28800,1 year,1675,36,car,rent,0.0243,58.24,0.1521,8,2097,Fully Paid,D,D2
36000,4 years,5000,36,car,rent,0.0580,173.85,0.1521,16,3824,Charged Off,D,D2
13000,3 years,2800,36,car,rent,0.0899,97.36,0.1521,10,3329,Fully Paid,D,D2
28000,6 years,3600,60,car,rent,0.0369,86.05,0.1521,9,4888,Fully Paid,D,D2
99996,2 years,7000,60,car,rent,0.0201,167.31,0.1521,33,8503,Fully Paid,D,D2
69600,9 years,9000,60,car,rent,0.0371,215.11,0.1521,8,10394,Fully Paid,D,D2
27000,5 years,7000,60,car,mortgage,0.0744,167.31,0.1521,13,9705,Fully Paid,D,D2
126000,10+ years,3600,36,car,mortgage,0.0121,126.55,0.1599,51,4556,Fully Paid,D,D2
46000,< 1 year,5000,36,car,rent,0.0459,175.77,0.1599,7,4801,Charged Off,D,D2
67000,6 years,6800,36,car,mortgage,0.0428,239.04,0.1599,22,8053,Fully Paid,D,D2
18000,3 years,5400,36,car,rent,0.1266,189.83,0.1599,5,6478,Fully Paid,D,D2
87000,10+ years,8000,60,car,own,0.0268,194.51,0.1599,13,9974,Fully Paid,D,D2
86400,10+ years,12000,60,car,rent,0.0405,291.76,0.1599,18,6351,Charged Off,D,D2
60000,< 1 year,6900,60,car,rent,0.0336,167.76,0.1599,18,10032,Fully Paid,D,D2
60000,10+ years,6250,60,car,mortgage,0.0304,151.96,0.1599,23,7728,Fully Paid,D,D2
72500,< 1 year,6000,60,car,mortgage,0.0241,145.88,0.1599,29,8302,Current,D,D2
59100,4 years,3000,36,car,rent,0.0216,106.62,0.1677,13,2772,Charged Off,D,D2
72800,1 year,10600,60,car,mortgage,0.0432,262.13,0.1677,13,1918,Charged Off,D,D2
15000,< 1 year,5000,36,car,rent,0.1430,178.74,0.1719,7,6152,Fully Paid,D,D2
31193,< 1 year,4000,36,car,own,0.0531,138.15,0.1474,4,4973,Fully Paid,D,D3
93500,9 years,6250,36,car,mortgage,0.0277,216.14,0.1483,44,7315,Fully Paid,D,D3
104606,10+ years,5000,36,car,mortgage,0.0200,174.02,0.1528,40,6205,Fully Paid,D,D3
25000,< 1 year,2400,36,car,rent,0.0401,83.53,0.1528,4,3037,Fully Paid,D,D3
41280,6 years,2650,60,car,mortgage,0.0184,63.44,0.1528,31,3142,Fully Paid,D,D3
35000,7 years,5200,60,car,own,0.0427,124.48,0.1528,28,7074,Fully Paid,D,D3
60000,2 years,3000,60,car,rent,0.0144,71.82,0.1528,12,4179,Fully Paid,D,D3
52000,2 years,10800,60,car,rent,0.0597,258.53,0.1528,8,15511,Fully Paid,D,D3
120000,6 years,12000,60,car,mortgage,0.0287,287.25,0.1528,39,14650,Charged Off,D,D3
140820,1 year,7000,60,car,mortgage,0.0143,167.57,0.1528,12,10053,Fully Paid,D,D3
28000,5 years,9000,60,car,mortgage,0.0923,215.44,0.1528,13,12068,Fully Paid,D,D3
42000,5 years,9600,60,car,rent,0.0657,229.8,0.1528,21,13188,Fully Paid,D,D3
82992,10+ years,19200,60,car,rent,0.0665,459.6,0.1528,28,23367,Charged Off,D,D3
15000,1 year,2800,36,car,rent,0.0780,97.49,0.1531,12,2905,Fully Paid,D,D3
42000,10+ years,3000,36,car,mortgage,0.0299,104.49,0.1533,20,3647,Fully Paid,D,D3
47360,5 years,4500,36,car,rent,0.0399,157.28,0.1558,16,5650,Fully Paid,D,D3
78000,3 years,12000,36,car,own,0.0645,419.41,0.1558,34,14330,Fully Paid,D,D3
18000,4 years,8000,60,car,rent,0.1285,192.77,0.1558,14,9487,Fully Paid,D,D3
21600,2 years,7200,60,car,rent,0.0964,173.49,0.1558,22,9894,Fully Paid,D,D3
24000,4 years,5000,36,car,rent,0.0885,177,0.1649,10,6194,Fully Paid,D,D3
31243,5 years,3600,60,car,own,0.0340,88.49,0.1649,5,3217,Charged Off,D,D3
93330,2 years,9100,60,car,mortgage,0.0288,223.68,0.1649,20,9553,Fully Paid,D,D3
78000,1 year,7500,60,car,mortgage,0.0284,184.35,0.1649,42,7604,Fully Paid,D,D3
45600,1 year,2900,60,car,rent,0.0188,71.28,0.1649,16,4191,Fully Paid,D,D3
57600,7 years,13200,60,car,rent,0.0676,324.45,0.1649,15,16422,Fully Paid,D,D3
160000,7 years,6500,60,car,mortgage,0.0120,159.77,0.1649,33,7916,Charged Off,D,D3
96000,10+ years,10000,60,car,rent,0.0307,245.8,0.1649,17,13994,Current,D,D3
32346,4 years,6000,60,car,mortgage,0.0556,149.99,0.1727,16,6472,Charged Off,D,D3
38400,6 years,7875,60,car,own,0.0615,196.86,0.1727,16,2158,Charged Off,D,D3
52000,1 year,14000,60,car,rent,0.0808,349.98,0.1727,8,15400,Charged Off,D,D3
100000,10+ years,12000,60,car,mortgage,0.0360,299.98,0.1727,28,15554,Fully Paid,D,D3
90000,2 years,12000,60,car,mortgage,0.0400,299.98,0.1727,12,16156,Current,D,D3
22000,2 years,4000,36,car,own,0.0757,138.77,0.1505,12,4763,Fully Paid,D,D4
43004,2 years,5500,36,car,rent,0.0532,190.81,0.1505,24,5816,Fully Paid,D,D4
33000,1 year,4500,36,car,rent,0.0568,156.12,0.1505,31,5203,Fully Paid,D,D4
23500,10+ years,5850,36,car,rent,0.1038,203.37,0.152,5,7340,Fully Paid,D,D4
65000,4 years,4200,60,car,rent,0.0185,100.36,0.152,8,1234,Charged Off,D,D4
16800,1 year,3900,60,car,rent,0.0666,93.2,0.152,5,4324,Fully Paid,D,D4
36000,7 years,8000,36,car,own,0.0933,279.88,0.1565,21,9490,Fully Paid,D,D4
58800,10+ years,5000,60,car,mortgage,0.0246,120.67,0.1565,23,7095,Fully Paid,D,D4
27600,7 years,13800,60,car,mortgage,0.1448,333.03,0.1565,20,19982,Fully Paid,D,D4
34000,2 years,6000,36,car,mortgage,0.0741,210.07,0.157,6,5986,Charged Off,D,D4
50000,10+ years,4000,36,car,mortgage,0.0337,140.53,0.1595,55,4995,Fully Paid,D,D4
74400,< 1 year,10000,36,car,mortgage,0.0567,351.33,0.1595,9,12648,Fully Paid,D,D4
26400,9 years,4000,60,car,rent,0.0442,97.17,0.1595,12,766,Charged Off,D,D4
72000,1 year,4000,60,car,rent,0.0162,97.17,0.1595,17,5484,Fully Paid,D,D4
64000,2 years,6200,60,car,rent,0.0282,150.61,0.1595,16,9036,Fully Paid,D,D4
24000,< 1 year,6600,60,car,rent,0.0818,163.64,0.1689,4,9680,Fully Paid,D,D4
14000,5 years,3500,60,car,rent,0.0744,86.78,0.1689,8,4555,Fully Paid,D,D4
30000,1 year,10000,60,car,rent,0.0992,247.94,0.1689,17,14103,Current,D,D4
18000,4 years,6000,60,car,rent,0.0992,148.77,0.1689,4,8439,Current,D,D4
82400,5 years,9975,60,car,rent,0.0366,251.03,0.1758,63,10540,Fully Paid,D,D4
79968,10+ years,16600,60,car,rent,0.0627,417.75,0.1758,19,23441,Fully Paid,D,D4
100000,< 1 year,14000,60,car,mortgage,0.0423,352.32,0.1758,12,18637,Current,D,D4
76000,3 years,10000,36,car,rent,0.0550,348.47,0.1537,12,12545,Fully Paid,D,D5
75000,5 years,8000,36,car,rent,0.0446,278.77,0.1537,15,10036,Fully Paid,D,D5
55000,1 year,7400,60,car,mortgage,0.0389,178.27,0.1557,48,178,Charged Off,D,D5
50000,9 years,6000,60,car,mortgage,0.0347,144.55,0.1557,11,8672,Fully Paid,D,D5
84996,7 years,6400,60,car,mortgage,0.0218,154.18,0.1557,50,9217,Fully Paid,D,D5
51600,4 years,12000,60,car,rent,0.0672,289.09,0.1557,9,17293,Fully Paid,D,D5
95000,5 years,13000,60,car,mortgage,0.0400,316.28,0.1602,13,14800,Fully Paid,D,D5
60000,1 year,15000,60,car,mortgage,0.0730,364.94,0.1602,30,17077,Fully Paid,D,D5
48000,2 years,2500,60,car,own,0.0152,60.83,0.1602,6,2341,Charged Off,D,D5
46800,< 1 year,15600,60,car,mortgage,0.0973,379.53,0.1602,14,15808,Fully Paid,D,D5
100000,7 years,5000,60,car,rent,0.0146,121.65,0.1602,7,7298,Fully Paid,D,D5
37200,4 years,22000,60,car,mortgage,0.1727,535.24,0.1602,17,25046,Fully Paid,D,D5
145000,10+ years,4500,60,car,mortgage,0.0091,110.2,0.1632,51,6612,Fully Paid,D,D5
52000,4 years,4000,60,car,rent,0.0226,97.96,0.1632,12,4108,Fully Paid,D,D5
